typeNameIndex,cityGuid,totalArea,classCount,teacher,student
1,"TJ-3495D51B-F115-4E1C-845A-8B9AE7AD5746","12006","24","48","731"
4,"TJ-3495D51B-F115-4E1C-845A-8B9AE7AD5746","35684.5","34","123",952
4,"TJ-3495D51B-F115-4E1C-845A-8B9AE7AD5746","2.8","26","130",728
0,"8a795994-5a79-40d8-8676-2adbb8530c18","7400","11","50","400"
0,"8a795994-5a79-40d8-8676-2adbb8530c18","3500","8","32","290"
0,"9d0ed651-608a-4415-b3b3-49caae75610a","7418.8","11","49","378"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","2800","9","39","247"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","1700","11","50","300"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","4112","11","55","300"
0,"46734f5c-e10c-424d-ad8a-359ace097739","3751","13","50","500"
0,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","3858","10","43","280"
0,"8a795994-5a79-40d8-8676-2adbb8530c18","3000","9","39","290"
0,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","2000","10","29","300"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","3600","8","40","300"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","23300","24","80","932"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","20","32","85","1300"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","4675","24","70",672
1,"8a795994-5a79-40d8-8676-2adbb8530c18","13000","36","115",1296
1,"8a795994-5a79-40d8-8676-2adbb8530c18","11697.4","35","96",1260
1,"8a795994-5a79-40d8-8676-2adbb8530c18","10500","48","140",1728
1,"8a795994-5a79-40d8-8676-2adbb8530c18","23678","60","186",2160
1,"8a795994-5a79-40d8-8676-2adbb8530c18","19369.61","16","46",576
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","5000","10","42","310"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","2800","9","39","247"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","2700","8","34","204"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","48024","37","120",1332
4,"8a795994-5a79-40d8-8676-2adbb8530c18","24787","26","178",936
1,"8a795994-5a79-40d8-8676-2adbb8530c18","2.78","21","76","700"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","5400","10","300","300"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","4205","24","55",552
1,"8a795994-5a79-40d8-8676-2adbb8530c18","577","13","36",299
1,"8a795994-5a79-40d8-8676-2adbb8530c18","13239","17","57",391
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","2400","9","43","272"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","33300","15","41",345
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","3300","7","36","200"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","18062","34","104",680
1,"8a795994-5a79-40d8-8676-2adbb8530c18","4.2","53","126",1060
1,"8a795994-5a79-40d8-8676-2adbb8530c18","39000","32","85",640
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","1859","5","28","180"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","11697.4","35","96",700
1,"8a795994-5a79-40d8-8676-2adbb8530c18","19.3","48","130",960
1,"8a795994-5a79-40d8-8676-2adbb8530c18","40000","19","54",380
1,"8a795994-5a79-40d8-8676-2adbb8530c18","42370","34","94","1219"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","29430","18","55",486
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","13970","23","147","663"
1,"b62168e3-c29e-4cbd-bb63-690247c34edb","35000","19","62",513
1,"8a795994-5a79-40d8-8676-2adbb8530c18","17318","18","57",486
1,"b62168e3-c29e-4cbd-bb63-690247c34edb","90059","48","80",1296
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","4100","10","60","285"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","24000","17","49",459
1,"8a795994-5a79-40d8-8676-2adbb8530c18","21825","12","32",324
1,"8a795994-5a79-40d8-8676-2adbb8530c18","17872","29","86",986
1,"8a795994-5a79-40d8-8676-2adbb8530c18","19369.61","16","46",544
1,"8a795994-5a79-40d8-8676-2adbb8530c18","4675","24","70",744
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","660","6","31","200"
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","4","12","80","400"
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","6500","9","90",279
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","3450","12","60","380"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","13000","36","115",1116
1,"8a795994-5a79-40d8-8676-2adbb8530c18","45000","43","74",1333
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","3600","12","65","360"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","3200","9","45","282"
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","17280","18","106","620"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","2565","8","40","250"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","4112","11","50","320"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","8310","13","60","500"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","25337","12","34",456
1,"8a795994-5a79-40d8-8676-2adbb8530c18","42000","24","82",912
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","3475","12","65","403"
4,"ac4a379f-f7bd-41f9-bedf-fca3f331719f","18000","15","54",570
0,"KM-A576A822-F9A8-4CE8-993D-2322D966120A","3935.3","9","47","350"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","33860","44","135",1672
4,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","2","36","132",1368
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","16978.94","12","43","329"
1,"TJ-3495D51B-F115-4E1C-845A-8B9AE7AD5746","17141","38","109","1400"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","1700","11","50","300"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","7806","14","78","465"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","13500","23","62",874
1,"8a795994-5a79-40d8-8676-2adbb8530c18","18900","19","42","500"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","3440","12","56","400"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","13000","26","76",884
1,"8a795994-5a79-40d8-8676-2adbb8530c18","33350","18","55",612
1,"8a795994-5a79-40d8-8676-2adbb8530c18","11712","29","89",986
1,"8a795994-5a79-40d8-8676-2adbb8530c18","18000","14","43",476
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","2725","12","50","400"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","4112","11","55","300"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","4200","10","49","355"
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","3475","12","66","394"
1,"d2049815-f99a-47ed-ae3b-0ce3a61bf5d3","11265","50","147",1100
1,"8a795994-5a79-40d8-8676-2adbb8530c18","37009","24","78",528
1,"8a795994-5a79-40d8-8676-2adbb8530c18","3.5","30","100",660
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","4663","10","60","327"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","23000","40","120",880
1,"d2049815-f99a-47ed-ae3b-0ce3a61bf5d3","24800","54","150",1188
1,"8a795994-5a79-40d8-8676-2adbb8530c18","13334","12","37",348
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","3000","11","48","280"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","3000","11","48","280"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","4675","24","70",696
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","52500","37","95",1073
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","37000","23","85",667
1,"8a795994-5a79-40d8-8676-2adbb8530c18","41965.14","48","131",1392
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","21274","42","109",1092
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","6666.6","19","78",494
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","80905","68","139",1768
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","8250","39","117",1014
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","18556","26","65",676
4,"8a795994-5a79-40d8-8676-2adbb8530c18","2","63","150",2079
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","46690","48","68","1405"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","6200","18","46",594
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","5992","18","41",594
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","8520","24","56","983"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","20608","23","60",460
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","2500","42","115",840
1,"afa72ee1-e400-4360-91b8-8564024927a1","34000","5","17",100
1,"afa72ee1-e400-4360-91b8-8564024927a1","13340","32","65",640
1,"afa72ee1-e400-4360-91b8-8564024927a1","9600","30","89",600
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","9460","21","60","800"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","3452","18","56","651"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","16000","24","80",888
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","1.14","22","50",814
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","7611","24","60",888
1,"afa72ee1-e400-4360-91b8-8564024927a1","13000","24","82",888
1,"afa72ee1-e400-4360-91b8-8564024927a1","6650","30","93",1110
1,"afa72ee1-e400-4360-91b8-8564024927a1","5100","28","86",672
1,"afa72ee1-e400-4360-91b8-8564024927a1","13300","15","44",360
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","18160.19","6","18","197"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","23345","14","41","548"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","64321.54","25","66",525
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","6971","18","65",378
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","48024","43","114",903
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","26835","12","28","422"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","30122","26","64",546
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","13106","31","68",651
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","6785","37","92",777
4,"8a795994-5a79-40d8-8676-2adbb8530c18","71369","45","200",1260
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","6230","18","41",504
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","8865","30","66",840
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","19600","38","134",1064
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","32000","34","112",952
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","48024","43","114",1204
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","27326","34","96",1190
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","17544","36","88",1260
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","10886","24","46",840
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","3500","16","45",512
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","11853","24","55",768
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","10886","24","46",768
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","11000","32","87","1167"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","4663","6","19","182"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","45900","24","69",936
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","7350","17","33","602"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","7.3","18","61","698"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","10000","6","15","170"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","8338.89","21","44","843"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","34","34","81",1326
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","8","36","110",1404
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","7769","24","72",936
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","10715","6","13","200"
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","13603","17","38",442
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","33350","19","55",494
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","15000","24","54",624
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","9139","6","23",156
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","35075","25","91",650
1,"58926b20-aa05-4269-82aa-4bccbe054bdc","8859","32","88",736
1,"58926b20-aa05-4269-82aa-4bccbe054bdc","35469","46","110",1058
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","36687","21","73",483
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","5100","12","34",276
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","2.3","38","99",874
1,"80015907-f175-47f7-b8cd-3f9bf96155bb","356","29","80",667
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","19484","36","65","1369"
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","51484","48","179",1440
1,"80015907-f175-47f7-b8cd-3f9bf96155bb","16250","18","64","723"
1,"80015907-f175-47f7-b8cd-3f9bf96155bb","10672","32","103",960
1,"902a677d-17eb-4932-8bea-4e770694e65a","66700","49","157",1470
1,"902a677d-17eb-4932-8bea-4e770694e65a","16625.73","38","88",1140
1,"902a677d-17eb-4932-8bea-4e770694e65a","2","46","115",1380
1,"902a677d-17eb-4932-8bea-4e770694e65a","20003","47","112",1410
1,"902a677d-17eb-4932-8bea-4e770694e65a","1","28","84",756
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","41875","30","42",810
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","20555","22","57",594
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","13340","9","26",243
1,"80015907-f175-47f7-b8cd-3f9bf96155bb","25273","22","27",594
1,"9d0ed651-608a-4415-b3b3-49caae75610a","12752.25","32","168","1300"
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","8675","30","72",1020
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","18000","28","78",952
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","48024","51","126",1734
1,"58926b20-aa05-4269-82aa-4bccbe054bdc","30682","40","85",1360
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","11430","12","28",252
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","6","20","78",420
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","3","38","122",798
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","6234","27","80",567
1,"58926b20-aa05-4269-82aa-4bccbe054bdc","35469","46","110",1748
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","35423","34","80","1306"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","9600","6","11","178"
1,"9d0ed651-608a-4415-b3b3-49caae75610a","17761","13","48",494
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","6980","12","23",456
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","18878","18","40",684
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","18665","18","33",684
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","13500","6","18","222"
1,"9d0ed651-608a-4415-b3b3-49caae75610a","16008","26","63",650
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","21600","24","78","673"
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","12500","24","75",600
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","26640","17","33",425
1,"9d0ed651-608a-4415-b3b3-49caae75610a","6000","24","62",768
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","12668","24","72",768
1,"cb6351fc-7955-4145-9e0d-5cd93c3bbbfd","2","50","172",1600
1,"9d0ed651-608a-4415-b3b3-49caae75610a","14700","28","64",896
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","1527","23","67",736
1,"902a677d-17eb-4932-8bea-4e770694e65a","49603.97","52","150",1664
1,"902a677d-17eb-4932-8bea-4e770694e65a","10656","26","70",832
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","17056","24","70",696
4,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","38838.52","61","161",1769
1,"9d0ed651-608a-4415-b3b3-49caae75610a","7638","24","55",696
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","30205.8","39","110",1131
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","18460","12","33",348
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","12825","21","53",756
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","21025","36","128",1296
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","10215","15","36",540
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","20235.7","24","76",864
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","15000","18","63",594
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","40209","40","115",1320
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","9900","19","61",627
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","7023","24","59",792
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","8000","23","66",759
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","10000","18","47",360
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","50000","48","129",960
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","11080","31","89",620
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","21447","37","141",740
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","8152","23","66",621
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","880","38","125",1026
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","21025","38","130",1026
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","11217","31","84",837
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","10000","24","70",576
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24000","18","61",432
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","2.3","32","94",768
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","9650","24","60","950"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","3100","13","31",312
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","3580","15","35",360
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","1800","24","57",576
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","21840","36","60",864
1,"b4cbe134-cb57-462d-9d12-6dd66bc2df5f","41.37","71","271",2201
1,"b4cbe134-cb57-462d-9d12-6dd66bc2df5f","1.36","52","160",1612
1,"b4cbe134-cb57-462d-9d12-6dd66bc2df5f","16230","56","151",1736
1,"b4cbe134-cb57-462d-9d12-6dd66bc2df5f","10068","40","104",1240
1,"b4cbe134-cb57-462d-9d12-6dd66bc2df5f","19164","30","98",930
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","4300","6","15","203"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","5551.5","12","29",456
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","23285","24","63",912
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","19000","26","68",988
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","5900","23","34",805
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","6500","6","19",210
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","15568","50","120",1750
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","31209","33","155",1155
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","8471","12","30",420
1,"9d0ed651-608a-4415-b3b3-49caae75610a","28500","48","140",1056
1,"9d0ed651-608a-4415-b3b3-49caae75610a","64930","72","203",1584
1,"9d0ed651-608a-4415-b3b3-49caae75610a","17800","31","108",682
1,"9d0ed651-608a-4415-b3b3-49caae75610a","30100","24","110","710"
1,"9d0ed651-608a-4415-b3b3-49caae75610a","26680","38","200","1500"
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","4787.1","20","48",440
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","26680","57","150",1254
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","1","22","50",484
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","9200","36","109",1404
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","7","32","200","800"
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","12500","18","46",702
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","3264","14","32","533"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","4500","11","27","400"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","2634","15","38","499"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","58151","18","27","405"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","68667","59","212",1534
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","10080","28","87",728
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","14063","32","95",832
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","10123","30","88",780
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","8287","24","60",624
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","3710","12","29",396
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","7077","19","57",627
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","2.7","36","120",1188
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","9798","24","70",792
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","13000","30","91",990
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","21911.74","20","45",600
1,"9d0ed651-608a-4415-b3b3-49caae75610a","13400","26","59",780
1,"9d0ed651-608a-4415-b3b3-49caae75610a","9439.545","18","38",540
1,"9d0ed651-608a-4415-b3b3-49caae75610a","41","18","47",540
1,"9d0ed651-608a-4415-b3b3-49caae75610a","32016","24","58",720
1,"0aa811e5-8729-4682-8645-4f675c8aa1a0","14007","29","84",1073
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","6369","12","34",444
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","10730","24","64","700"
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","8000","12","31",288
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","9545","24","72",576
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","6800","21","51",504
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24162","54","168",1296
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","8000","28","83",672
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","2000","20","62",420
1,"9d0ed651-608a-4415-b3b3-49caae75610a","33608","27","72",567
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","15340","50","160",1050
1,"9d0ed651-608a-4415-b3b3-49caae75610a","22667.8","24","53",504
1,"9d0ed651-608a-4415-b3b3-49caae75610a","30015","24","50",672
1,"0aa811e5-8729-4682-8645-4f675c8aa1a0","3960","19","40",532
1,"0aa811e5-8729-4682-8645-4f675c8aa1a0","8667","24","60",600
1,"0aa811e5-8729-4682-8645-4f675c8aa1a0","8667","21","198",525
1,"0aa811e5-8729-4682-8645-4f675c8aa1a0","13607","40","93",1000
1,"0aa811e5-8729-4682-8645-4f675c8aa1a0","2000","62","266",1550
1,"0aa811e5-8729-4682-8645-4f675c8aa1a0","9900","18","35","666"
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","24516","22","53",550
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","24516","22","53",704
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","14677","15","35",480
4,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","11.8","54","170",1728
4,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","126730","43","131",1376
4,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","30577.5","12","50",468
4,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","9.1","33","96",1287
4,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","37000","34","83",1326
1,"9d0ed651-608a-4415-b3b3-49caae75610a","13001","27","65",1053
1,"9d0ed651-608a-4415-b3b3-49caae75610a","38668","36","89","1475"
1,"9d0ed651-608a-4415-b3b3-49caae75610a","28110","36","108",1296
1,"9d0ed651-608a-4415-b3b3-49caae75610a","8000","24","57",864
1,"9d0ed651-608a-4415-b3b3-49caae75610a","30348","18","45",648
1,"9d0ed651-608a-4415-b3b3-49caae75610a","11988","44","105",1584
1,"9d0ed651-608a-4415-b3b3-49caae75610a","51360","18","43","639"
1,"9d0ed651-608a-4415-b3b3-49caae75610a","30263","32","72",736
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","8","18","35","700"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","11759","30","85",690
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","11783","24","64",552
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","35000","19","62",437
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","23983","79","223",2370
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","5290","20","60",600
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","9625.7","26","57",780
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","11482.5","33","99",990
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","20157","36","140",1080
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","10174","22","55","896"
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","9780","26","70",702
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","9804","24","78",648
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","10509","24","73",648
4,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","34321","25","95",675
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","16667","16","54",432
1,"9d0ed651-608a-4415-b3b3-49caae75610a","16500","37","98",1258
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","14450","24","62",816
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","34106","23","61",782
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","6500","12","24",408
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","8624.34","30","78",930
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","11000","24","65",744
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","14180","13","40",403
