typeNameIndex,cityGuid,classCount,teacher,student
4,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","31","28","1168"
4,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","18","60",378
4,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","51","205",1887
4,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","27","93",999
4,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","23","74",851
4,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","38","119",950
4,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","36","107",900
4,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","74","277",1850
4,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","28","95",700
4,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","29","97",609
4,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","34","80",714
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","7","15",147
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","17","34",357
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","16","43",464
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","8","16","321"
4,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","41","155",1189
1,"992f497d-ac38-4cc1-8b74-8cbf4df6706d","38","123",1102
4,"992f497d-ac38-4cc1-8b74-8cbf4df6706d","38","123",1102
1,"463a33b9-817b-4e72-ab53-4b30787668a3","34","78",986
1,"463a33b9-817b-4e72-ab53-4b30787668a3","22","56",792
1,"463a33b9-817b-4e72-ab53-4b30787668a3","49","110",1764
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","14","36",504
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","12","32",432
4,"80ddc7fb-2bf7-4cef-bf95-eab6dd6a097e","45","158",1440
1,"992f497d-ac38-4cc1-8b74-8cbf4df6706d","19","54",608
4,"a758ef65-83b2-46d6-8afe-e8cbac0c02d3","40","160",1280
4,"a758ef65-83b2-46d6-8afe-e8cbac0c02d3","36","152",1152
0,"a106d341-ab06-4d80-9f98-f34feef3c56e","21","120","700"
4,"6487f377-7a51-4af2-b31a-5c9608d14534","36","156",1152
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","30","61",960
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","27","59",540
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","32","74",640
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","36","95",720
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","35","60",700
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","32","80",864
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","38","77",1026
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","20","40",540
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","59","153",1416
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","6","17",144
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","12","18",288
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","12","30",288
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","21","46",504
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","20","42",620
4,"a106d341-ab06-4d80-9f98-f34feef3c56e","27","77",837
1,"992f497d-ac38-4cc1-8b74-8cbf4df6706d","24","59","800"
4,"a758ef65-83b2-46d6-8afe-e8cbac0c02d3","42","163",1302
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","12","32",372
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","36","41","750"
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","45","148",1395
4,"992f497d-ac38-4cc1-8b74-8cbf4df6706d","44","158",1188
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","78",648
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","20","58",540
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","8","37","286"
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","34","140",918
4,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","30","100",810
1,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","20","30","500"
4,"LY-D71F5227-B20B-44C7-81E1-2545C95D1A31","33","114",1155
4,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","49","157",1715
4,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","12","40","448"
4,"d652232f-807b-4fd3-a0c2-2175e6c73b1d","42","173",1218
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","19","52",380
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","6","13","233"
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","7","12",245
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","7","11","149"
4,"992f497d-ac38-4cc1-8b74-8cbf4df6706d","31","117",1085
0,"a106d341-ab06-4d80-9f98-f34feef3c56e","8","50","300"
0,"LY-D71F5227-B20B-44C7-81E1-2545C95D1A31","12","19",264
0,"LY-D71F5227-B20B-44C7-81E1-2545C95D1A31","14","68",308
1,"f670e595-d56c-4b11-8a8c-3acb33844034","29","84","1068"
1,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","30","85",660
1,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","13","31",507
1,"XM-44FBDA82-53FB-4206-B209-2B394B54F1FF","36","100",1404
1,"XM-44FBDA82-53FB-4206-B209-2B394B54F1FF","24","67",936
1,"XM-44FBDA82-53FB-4206-B209-2B394B54F1FF","24","67",936
1,"XM-44FBDA82-53FB-4206-B209-2B394B54F1FF","27","67",702
4,"e0e14063-7d4c-4032-869b-5c399761f0e4","41","171",1066
4,"e0e14063-7d4c-4032-869b-5c399761f0e4","22","104",572
4,"e0e14063-7d4c-4032-869b-5c399761f0e4","41","171",1066
1,"XM-44FBDA82-53FB-4206-B209-2B394B54F1FF","33","100",1089
1,"e60c3f14-a73c-4903-a356-ecfe08bdfacc","33","107",1089
4,"ee0a4919-cbbe-4e91-bbaa-4fa58dda1bcd","24","108",792
4,"LY-D71F5227-B20B-44C7-81E1-2545C95D1A31","58","200",1740
4,"LY-D71F5227-B20B-44C7-81E1-2545C95D1A31","36","150",1080
4,"LY-D71F5227-B20B-44C7-81E1-2545C95D1A31","30","128",900
0,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","16","60","600"
4,"df4c736e-3c2b-4b6f-b4a7-fd46d695e0e0","27","129","1069"
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","24","150","730"
0,"ee0a4919-cbbe-4e91-bbaa-4fa58dda1bcd","13","71",390
0,"LY-D71F5227-B20B-44C7-81E1-2545C95D1A31","9","33","346"
1,"XM-44FBDA82-53FB-4206-B209-2B394B54F1FF","54","125",1620
4,"LY-D71F5227-B20B-44C7-81E1-2545C95D1A31","26","110",962
4,"f670e595-d56c-4b11-8a8c-3acb33844034","49","173",1813
4,"ee0a4919-cbbe-4e91-bbaa-4fa58dda1bcd","42","122",1554
4,"ee0a4919-cbbe-4e91-bbaa-4fa58dda1bcd","36","130",1332
4,"LY-D71F5227-B20B-44C7-81E1-2545C95D1A31","24","91",888
4,"e0e14063-7d4c-4032-869b-5c399761f0e4","11","44",363
1,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","42","109",1386
1,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","37","119",777
1,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","26","78",546
1,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","25","69",525
1,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","27","67",756
4,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","45","169",1260
4,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","42","159",1176
4,"f670e595-d56c-4b11-8a8c-3acb33844034","49","229",1372
4,"ee0a4919-cbbe-4e91-bbaa-4fa58dda1bcd","97","383",2716
4,"e0e14063-7d4c-4032-869b-5c399761f0e4","37","163",925
0,"LY-D71F5227-B20B-44C7-81E1-2545C95D1A31","14","68",350
4,"df4c736e-3c2b-4b6f-b4a7-fd46d695e0e0","42","180",1050
4,"e0e14063-7d4c-4032-869b-5c399761f0e4","34","157",850
4,"LY-D71F5227-B20B-44C7-81E1-2545C95D1A31","45","152",1125
4,"ee0a4919-cbbe-4e91-bbaa-4fa58dda1bcd","68","253",1700
4,"ee0a4919-cbbe-4e91-bbaa-4fa58dda1bcd","68","253",2176
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","44","160",1408
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","47","167",1504
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","47","167",1504
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","44","169",1716
4,"e0e14063-7d4c-4032-869b-5c399761f0e4","45","177",1755
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","44","169",1716
0,"LY-D71F5227-B20B-44C7-81E1-2545C95D1A31","20","75","800"
4,"LY-D71F5227-B20B-44C7-81E1-2545C95D1A31","32","114",1248
4,"LY-D71F5227-B20B-44C7-81E1-2545C95D1A31","48","201",1872
4,"XM-44FBDA82-53FB-4206-B209-2B394B54F1FF","37","140",1443
4,"XM-44FBDA82-53FB-4206-B209-2B394B54F1FF","60","68",2160
1,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","6","17","200"
4,"e0e14063-7d4c-4032-869b-5c399761f0e4","31","112",1116
4,"e0e14063-7d4c-4032-869b-5c399761f0e4","28","106",1008
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","13","73",468
0,"e60c3f14-a73c-4903-a356-ecfe08bdfacc","12","44",276
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","56","177",1288
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","13","78",260
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","49","199",980
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","40","127",800
4,"ee0a4919-cbbe-4e91-bbaa-4fa58dda1bcd","39","160",780
1,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","18","38",360
1,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","24","69",648
1,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","24","69",648
4,"e60c3f14-a73c-4903-a356-ecfe08bdfacc","9","63",243
1,"XM-44FBDA82-53FB-4206-B209-2B394B54F1FF","63","135",1701
4,"e0e14063-7d4c-4032-869b-5c399761f0e4","28","106",952
4,"ee0a4919-cbbe-4e91-bbaa-4fa58dda1bcd","38","178",1292
4,"XM-44FBDA82-53FB-4206-B209-2B394B54F1FF","37","143",1258
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","30","108",1020
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","42","132",1428
4,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","48","170",1632
4,"e60c3f14-a73c-4903-a356-ecfe08bdfacc","54","54",1674
4,"e60c3f14-a73c-4903-a356-ecfe08bdfacc","33","128",1023
4,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","24","85",744
0,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","7","25","240"
0,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","6","27","180"
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","58","250",2204
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","54","227",2052
4,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","33","142",1254
4,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","33","142",1254
0,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","11","42",418
4,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","50","164",1900
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","54","242",1350
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","46","190",1150
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","42","160",1050
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","44","168",1100
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","45","180",1125
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","30","96",750
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","48","153",1056
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","15","59",330
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","46","190",1012
4,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","35","123",770
4,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","50","200",1450
4,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","34","140",986
4,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","56","230",1624
4,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","48","160",1392
0,"8b49df19-a72f-4d15-a0a3-620a811f4e94","10","40",290
1,"NC-D67474FC-0E4B-4141-BACC-60A7E4C2CA0B","58","190",1508
1,"447912d1-cf66-4362-b029-84c29c2a0554","31","101",806
1,"447912d1-cf66-4362-b029-84c29c2a0554","17","57",442
1,"8b49df19-a72f-4d15-a0a3-620a811f4e94","25","74",650
1,"8b49df19-a72f-4d15-a0a3-620a811f4e94","57","255",1482
1,"40f1eed6-b99d-4d52-8209-bba560905289","28","60",728
1,"40f1eed6-b99d-4d52-8209-bba560905289","51","130",1683
4,"09173187-a99a-463e-be78-5494aafd179b","48","216",1584
4,"8b49df19-a72f-4d15-a0a3-620a811f4e94","56","249",1848
4,"8dbb0570-0d6d-48dc-84a4-e993107cc41a","53","171",1060
4,"8dbb0570-0d6d-48dc-84a4-e993107cc41a","53","171",1060
0,"NC-D67474FC-0E4B-4141-BACC-60A7E4C2CA0B","36","100",720
1,"NC-D67474FC-0E4B-4141-BACC-60A7E4C2CA0B","43","93",860
1,"NC-D67474FC-0E4B-4141-BACC-60A7E4C2CA0B","37","118",740
1,"NC-D67474FC-0E4B-4141-BACC-60A7E4C2CA0B","18","70",666
1,"NC-D67474FC-0E4B-4141-BACC-60A7E4C2CA0B","52","178",1924
1,"NC-D67474FC-0E4B-4141-BACC-60A7E4C2CA0B","26","55",962
4,"NC-D67474FC-0E4B-4141-BACC-60A7E4C2CA0B","52","178",1924
1,"447912d1-cf66-4362-b029-84c29c2a0554","30","103",1110
1,"8dcc4191-e713-4064-9453-ae4b24a6bc73","50","135",1850
4,"c20faae4-3cae-4b7d-b506-f3450c3b382b","36","146",864
1,"NC-D67474FC-0E4B-4141-BACC-60A7E4C2CA0B","30","94",720
4,"NC-D67474FC-0E4B-4141-BACC-60A7E4C2CA0B","30","94",930
4,"8b49df19-a72f-4d15-a0a3-620a811f4e94","77","300",2387
0,"7b32344f-2864-418e-ad30-f3729d5f3d4d","12","35",372
4,"7b32344f-2864-418e-ad30-f3729d5f3d4d","58","225",1798
1,"8b49df19-a72f-4d15-a0a3-620a811f4e94","27","90",837
1,"NC-D67474FC-0E4B-4141-BACC-60A7E4C2CA0B","54","174",1512
1,"NC-D67474FC-0E4B-4141-BACC-60A7E4C2CA0B","34","98",952
0,"cb03d8c0-6c39-4cb0-a62d-9433eec013a6","9","50",315
4,"09173187-a99a-463e-be78-5494aafd179b","60","220",2100
4,"cb03d8c0-6c39-4cb0-a62d-9433eec013a6","48","187",1680
4,"8dbb0570-0d6d-48dc-84a4-e993107cc41a","51","169",1785
0,"7b32344f-2864-418e-ad30-f3729d5f3d4d","15","51","580"
1,"NC-D67474FC-0E4B-4141-BACC-60A7E4C2CA0B","60","160",2100
4,"09173187-a99a-463e-be78-5494aafd179b","47","155",1645
1,"7b32344f-2864-418e-ad30-f3729d5f3d4d","20","50",640
4,"7b32344f-2864-418e-ad30-f3729d5f3d4d","38","132",1216
1,"7b32344f-2864-418e-ad30-f3729d5f3d4d","34","100",1326
4,"7b32344f-2864-418e-ad30-f3729d5f3d4d","40","152",1560
4,"7b32344f-2864-418e-ad30-f3729d5f3d4d","60","200",2340
4,"8dbb0570-0d6d-48dc-84a4-e993107cc41a","44","218",1716
4,"8dbb0570-0d6d-48dc-84a4-e993107cc41a","62","219",2418
0,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","15","100","560"
0,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","10","62","400"
1,"d3462aa5-ccee-485a-8054-d2906ccbc6c4","17","44",442
"5","e24f8a1b-cdb1-44c9-aa17-af37f672b780","24","89",624
1,"e24f8a1b-cdb1-44c9-aa17-af37f672b780","24","68",624
1,"e24f8a1b-cdb1-44c9-aa17-af37f672b780","30","91",780
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","23","61",598
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","13","46",338
"5","CS-3A90ABCD-417A-48E7-927E-DDA427035184","24","61","977"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","60","150",1380
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","12","26","452"
1,"0c5d8043-0758-449f-81f6-6cd3284cc692","38","120","1500"
1,"0c5d8043-0758-449f-81f6-6cd3284cc692","18","46",414
1,"0c5d8043-0758-449f-81f6-6cd3284cc692","15","40",345
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","7","22","284"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","9","29",270
"5","CS-3A90ABCD-417A-48E7-927E-DDA427035184","24","71",720
4,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","40","169",1200
4,"QZ-B2D32841-1911-4BC0-9A8E-062EA525A097","9","30",270
4,"FZ-37AB65DD-6295-4364-A68C-C4B2714CF39B","20","82",580
4,"7b32344f-2864-418e-ad30-f3729d5f3d4d","21","103",672
1,"HF34D8FF7E-BE50-4741-83FF-1A95814F1B7F","14","32",392
1,"c271f018-f291-41b4-ad79-31e5373825a9","36","103",1080
1,"c271f018-f291-41b4-ad79-31e5373825a9","28","77",840
"5","e24f8a1b-cdb1-44c9-aa17-af37f672b780","20","63",740
1,"e24f8a1b-cdb1-44c9-aa17-af37f672b780","31","104",1147
1,"d3462aa5-ccee-485a-8054-d2906ccbc6c4","11","23",407
1,"d3462aa5-ccee-485a-8054-d2906ccbc6c4","24","64",888
1,"d3462aa5-ccee-485a-8054-d2906ccbc6c4","25","60",925
1,"d3462aa5-ccee-485a-8054-d2906ccbc6c4","7","22",238
1,"d3462aa5-ccee-485a-8054-d2906ccbc6c4","25","132",850
1,"d3462aa5-ccee-485a-8054-d2906ccbc6c4","18","50",612
1,"0c5d8043-0758-449f-81f6-6cd3284cc692","36","102",756
"5","0c5d8043-0758-449f-81f6-6cd3284cc692","28","70",588
1,"0c5d8043-0758-449f-81f6-6cd3284cc692","6","15","220"
1,"0c5d8043-0758-449f-81f6-6cd3284cc692","27","81",567
1,"0c5d8043-0758-449f-81f6-6cd3284cc692","10","27",210
1,"0c5d8043-0758-449f-81f6-6cd3284cc692","29","66",609
1,"0c5d8043-0758-449f-81f6-6cd3284cc692","16","43",608
"5","0c5d8043-0758-449f-81f6-6cd3284cc692","18","55",684
4,"e8b92938-977d-46d4-933f-b23c14e69ab1","44","182",1672
"5","0c5d8043-0758-449f-81f6-6cd3284cc692","34","86",1292
1,"0c5d8043-0758-449f-81f6-6cd3284cc692","30","78",1140
1,"0c5d8043-0758-449f-81f6-6cd3284cc692","38","108",950
1,"0c5d8043-0758-449f-81f6-6cd3284cc692","6","12","194"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","12","31",300
1,"267d5177-f40c-4d9d-b60a-f5d5dcf3e566","10","23",250
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","19","49",475
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","17","42",425
1,"d3462aa5-ccee-485a-8054-d2906ccbc6c4","27","61",864
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","18","48",576
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","10","23",320
1,"58a28de9-01b7-47bc-8461-248de8c502a8","7","25","286"
1,"0c5d8043-0758-449f-81f6-6cd3284cc692","12","32",384
1,"0c5d8043-0758-449f-81f6-6cd3284cc692","24","51",696
1,"0c5d8043-0758-449f-81f6-6cd3284cc692","13","47",377
1,"0c5d8043-0758-449f-81f6-6cd3284cc692","38","70","1300"
1,"d3462aa5-ccee-485a-8054-d2906ccbc6c4","12","28",348
1,"d3462aa5-ccee-485a-8054-d2906ccbc6c4","12","26","452"
1,"d3462aa5-ccee-485a-8054-d2906ccbc6c4","28","72",812
1,"5b578a77-be1f-4810-9fa0-7631a47823d5","10","33",360
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","18","40",648
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","24","44","948"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","22","57",506
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","25","80",575
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","6","21",138
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","12","31",276
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","12","31",276
"5","CS-3A90ABCD-417A-48E7-927E-DDA427035184","12","33",240
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","5","13","123"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","11","30",220
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","11","27",220
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","9","18",180
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","6","18","234"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","4","3","117"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","7","14","200"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","5","8","128"
4,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","41","114",1107
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","9","31",243
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","27","76",729
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","13","37",351
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","12","40",324
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","12","32","480"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","14","40",378
1,"d294e29f-16a9-45aa-9e48-d557b8a68922","6","10","132"
4,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","34","256",816
0,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","19","86","680"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","12","37","428"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","8","27",192
4,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","37","146",888
4,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","20","74",480
4,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","32","130",768
0,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","6","26",186
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","46","172",1426
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","6","16","186"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","11","24",341
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","12","44",372
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","8","15",304
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","4","5","111"
4,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","63","200",2394
4,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","12","30",456
4,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","12","30",456
4,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","11","46","438"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","44","213",1672
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","6","11",210
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","7","11","224"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","5","11","200"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","7","11","270"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","4","8","157"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","20","55",700
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","6","8","170"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","20","61",700
4,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","13","35",455
"5","CS-3A90ABCD-417A-48E7-927E-DDA427035184","13","35",455
"5","CS-3A90ABCD-417A-48E7-927E-DDA427035184","14","40",308
4,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","50","179",1100
4,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","50","179",1100
"5","CS-3A90ABCD-417A-48E7-927E-DDA427035184","10","26",290
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","30","158","1060"
1,"CS-3A90ABCD-417A-48E7-927E-DDA427035184","24","65",696
"5","CS-3A90ABCD-417A-48E7-927E-DDA427035184","32","88",928
0,"f856bdb7-4a32-479e-865f-4d7a85707d74","9","50","300"
1,"f856bdb7-4a32-479e-865f-4d7a85707d74","41","109",1189
1,"f856bdb7-4a32-479e-865f-4d7a85707d74","21","51",609
1,"f856bdb7-4a32-479e-865f-4d7a85707d74","30","70",870
4,"26937350-5bae-40e5-8ae4-c5ba210667d7","50","177",1300
4,"ccfc87df-c72a-42e7-894f-60b620e83c5f","56","164",1456
4,"26937350-5bae-40e5-8ae4-c5ba210667d7","57","231",1482
4,"85ca2fb8-116f-45af-86b3-5312838b4201","47","194",1222
4,,"48","188",1248
4,"359168dd-ec18-4243-87e5-95740bb14ca7","32","196",1056
4,"d65a260b-3e0a-4cbb-ab9e-10f2e0135bc8","54","224",1782
1,"f856bdb7-4a32-479e-865f-4d7a85707d74","14","40",462
1,"f856bdb7-4a32-479e-865f-4d7a85707d74","17","52",561
1,"f856bdb7-4a32-479e-865f-4d7a85707d74","12","41",360
4,"f856bdb7-4a32-479e-865f-4d7a85707d74","39","171",1170
4,"359168dd-ec18-4243-87e5-95740bb14ca7","46","183",1380
4,"85ca2fb8-116f-45af-86b3-5312838b4201","35","151",1050
4,"d65a260b-3e0a-4cbb-ab9e-10f2e0135bc8","78","230",2340
4,"d65a260b-3e0a-4cbb-ab9e-10f2e0135bc8","47","202",1410
4,"85ca2fb8-116f-45af-86b3-5312838b4201","60","270",2220
4,"f856bdb7-4a32-479e-865f-4d7a85707d74","23","46",851
4,"f856bdb7-4a32-479e-865f-4d7a85707d74","25","100",925
4,"85ca2fb8-116f-45af-86b3-5312838b4201","56","203",2072
4,"2ccf6c00-9d41-4610-b172-6bc5a4deca92","55","205",1320
1,"f856bdb7-4a32-479e-865f-4d7a85707d74","28","62",672
4,"f856bdb7-4a32-479e-865f-4d7a85707d74","20","59",480
4,"f856bdb7-4a32-479e-865f-4d7a85707d74","14","36",336
4,"f856bdb7-4a32-479e-865f-4d7a85707d74","29","89",609
4,"85ca2fb8-116f-45af-86b3-5312838b4201","48","182",1008
4,"85ca2fb8-116f-45af-86b3-5312838b4201","46","181",966
4,"f856bdb7-4a32-479e-865f-4d7a85707d74","21","101",588
1,"f856bdb7-4a32-479e-865f-4d7a85707d74","7","16","281"
0,"999e0999-d61b-42e9-840e-8edc79ebfb4c","24","116",672
0,"f516084c-6299-4a20-a7bb-aa0423d07dc3","17","80",476
0,"991472bc-49bb-4d1e-9765-4ab1254a441f","20","81","700"
4,"991472bc-49bb-4d1e-9765-4ab1254a441f","56","234",1568
