typeNameIndex,cityGuid,classCount,teacher,student
4,"8a795994-5a79-40d8-8676-2adbb8530c18","26","178",936
1,"8a795994-5a79-40d8-8676-2adbb8530c18","21","76","700"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","10","300","300"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","24","55",552
1,"8a795994-5a79-40d8-8676-2adbb8530c18","13","36",299
1,"8a795994-5a79-40d8-8676-2adbb8530c18","17","57",391
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","9","43","272"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","15","41",345
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","7","36","200"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","34","104",680
1,"8a795994-5a79-40d8-8676-2adbb8530c18","53","126",1060
1,"8a795994-5a79-40d8-8676-2adbb8530c18","32","85",640
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","5","28","180"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","35","96",700
1,"8a795994-5a79-40d8-8676-2adbb8530c18","48","130",960
1,"8a795994-5a79-40d8-8676-2adbb8530c18","19","54",380
1,"8a795994-5a79-40d8-8676-2adbb8530c18","34","94","1219"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","18","55",486
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","23","147","663"
1,"b62168e3-c29e-4cbd-bb63-690247c34edb","19","62",513
1,"8a795994-5a79-40d8-8676-2adbb8530c18","18","57",486
1,"b62168e3-c29e-4cbd-bb63-690247c34edb","48","80",1296
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","10","60","285"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","17","49",459
1,"8a795994-5a79-40d8-8676-2adbb8530c18","12","32",324
1,"8a795994-5a79-40d8-8676-2adbb8530c18","29","86",986
1,"8a795994-5a79-40d8-8676-2adbb8530c18","16","46",544
1,"8a795994-5a79-40d8-8676-2adbb8530c18","24","70",744
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","6","31","200"
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","12","80","400"
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","9","90",279
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","12","60","380"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","36","115",1116
1,"8a795994-5a79-40d8-8676-2adbb8530c18","43","74",1333
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","12","65","360"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","9","45","282"
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","18","106","620"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","8","40","250"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","11","50","320"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","13","60","500"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","12","34",456
1,"8a795994-5a79-40d8-8676-2adbb8530c18","24","82",912
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","12","65","403"
4,"ac4a379f-f7bd-41f9-bedf-fca3f331719f","15","54",570
0,"KM-A576A822-F9A8-4CE8-993D-2322D966120A","9","47","350"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","44","135",1672
4,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","36","132",1368
1,"a106d341-ab06-4d80-9f98-f34feef3c56e","12","43","329"
1,"TJ-3495D51B-F115-4E1C-845A-8B9AE7AD5746","38","109","1400"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","11","50","300"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","14","78","465"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","23","62",874
1,"8a795994-5a79-40d8-8676-2adbb8530c18","19","42","500"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","12","56","400"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","26","76",884
1,"8a795994-5a79-40d8-8676-2adbb8530c18","18","55",612
1,"8a795994-5a79-40d8-8676-2adbb8530c18","29","89",986
1,"8a795994-5a79-40d8-8676-2adbb8530c18","14","43",476
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","12","50","400"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","11","55","300"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","10","49","355"
0,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","12","66","394"
1,"d2049815-f99a-47ed-ae3b-0ce3a61bf5d3","50","147",1100
1,"8a795994-5a79-40d8-8676-2adbb8530c18","24","78",528
1,"8a795994-5a79-40d8-8676-2adbb8530c18","30","100",660
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","10","60","327"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","40","120",880
1,"d2049815-f99a-47ed-ae3b-0ce3a61bf5d3","54","150",1188
1,"8a795994-5a79-40d8-8676-2adbb8530c18","12","37",348
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","11","48","280"
0,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","11","48","280"
1,"8a795994-5a79-40d8-8676-2adbb8530c18","24","70",696
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","37","95",1073
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","23","85",667
1,"8a795994-5a79-40d8-8676-2adbb8530c18","48","131",1392
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","42","109",1092
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","19","78",494
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","68","139",1768
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","39","117",1014
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","26","65",676
4,"8a795994-5a79-40d8-8676-2adbb8530c18","63","150",2079
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","48","68","1405"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","18","46",594
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","18","41",594
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","24","56","983"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","23","60",460
1,"0e836dfd-58bd-4246-a5e1-2d48a448c499","42","115",840
1,"afa72ee1-e400-4360-91b8-8564024927a1","5","17",100
1,"afa72ee1-e400-4360-91b8-8564024927a1","32","65",640
1,"afa72ee1-e400-4360-91b8-8564024927a1","30","89",600
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","21","60","800"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","18","56","651"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","24","80",888
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","22","50",814
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","24","60",888
1,"afa72ee1-e400-4360-91b8-8564024927a1","24","82",888
1,"afa72ee1-e400-4360-91b8-8564024927a1","30","93",1110
1,"afa72ee1-e400-4360-91b8-8564024927a1","28","86",672
1,"afa72ee1-e400-4360-91b8-8564024927a1","15","44",360
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","6","18","197"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","14","41","548"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","25","66",525
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","18","65",378
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","43","114",903
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","12","28","422"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","26","64",546
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","31","68",651
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","37","92",777
4,"8a795994-5a79-40d8-8676-2adbb8530c18","45","200",1260
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","18","41",504
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","30","66",840
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","38","134",1064
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","34","112",952
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","43","114",1204
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","34","96",1190
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","36","88",1260
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","24","46",840
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","16","45",512
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","24","55",768
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","24","46",768
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","32","87","1167"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","6","19","182"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","24","69",936
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","17","33","602"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","18","61","698"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","6","15","170"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","21","44","843"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","34","81",1326
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","36","110",1404
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","24","72",936
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","6","13","200"
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","17","38",442
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","19","55",494
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","24","54",624
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","6","23",156
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","25","91",650
1,"58926b20-aa05-4269-82aa-4bccbe054bdc","32","88",736
1,"58926b20-aa05-4269-82aa-4bccbe054bdc","46","110",1058
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","21","73",483
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","12","34",276
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","38","99",874
1,"80015907-f175-47f7-b8cd-3f9bf96155bb","29","80",667
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","36","65","1369"
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","48","179",1440
1,"80015907-f175-47f7-b8cd-3f9bf96155bb","18","64","723"
1,"80015907-f175-47f7-b8cd-3f9bf96155bb","32","103",960
1,"902a677d-17eb-4932-8bea-4e770694e65a","49","157",1470
1,"902a677d-17eb-4932-8bea-4e770694e65a","38","88",1140
1,"902a677d-17eb-4932-8bea-4e770694e65a","46","115",1380
1,"902a677d-17eb-4932-8bea-4e770694e65a","47","112",1410
1,"902a677d-17eb-4932-8bea-4e770694e65a","28","84",756
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","30","42",810
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","22","57",594
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","9","26",243
1,"80015907-f175-47f7-b8cd-3f9bf96155bb","22","27",594
1,"9d0ed651-608a-4415-b3b3-49caae75610a","32","168","1300"
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","30","72",1020
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","28","78",952
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","51","126",1734
1,"58926b20-aa05-4269-82aa-4bccbe054bdc","40","85",1360
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","12","28",252
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","20","78",420
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","38","122",798
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","27","80",567
1,"58926b20-aa05-4269-82aa-4bccbe054bdc","46","110",1748
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","34","80","1306"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","6","11","178"
1,"9d0ed651-608a-4415-b3b3-49caae75610a","13","48",494
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","12","23",456
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","18","40",684
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","18","33",684
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","6","18","222"
1,"9d0ed651-608a-4415-b3b3-49caae75610a","26","63",650
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","78","673"
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","75",600
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","17","33",425
1,"9d0ed651-608a-4415-b3b3-49caae75610a","24","62",768
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","72",768
1,"cb6351fc-7955-4145-9e0d-5cd93c3bbbfd","50","172",1600
1,"9d0ed651-608a-4415-b3b3-49caae75610a","28","64",896
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","23","67",736
1,"902a677d-17eb-4932-8bea-4e770694e65a","52","150",1664
1,"902a677d-17eb-4932-8bea-4e770694e65a","26","70",832
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","70",696
4,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","61","161",1769
1,"9d0ed651-608a-4415-b3b3-49caae75610a","24","55",696
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","39","110",1131
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","12","33",348
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","21","53",756
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","36","128",1296
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","15","36",540
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","76",864
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","18","63",594
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","40","115",1320
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","19","61",627
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","24","59",792
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","23","66",759
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","18","47",360
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","48","129",960
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","31","89",620
1,"6f178d7d-f2eb-40b2-87b9-51195441c16e","37","141",740
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","23","66",621
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","38","125",1026
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","38","130",1026
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","31","84",837
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","70",576
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","18","61",432
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","32","94",768
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","60","950"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","13","31",312
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","15","35",360
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","24","57",576
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","36","60",864
1,"b4cbe134-cb57-462d-9d12-6dd66bc2df5f","71","271",2201
1,"b4cbe134-cb57-462d-9d12-6dd66bc2df5f","52","160",1612
1,"b4cbe134-cb57-462d-9d12-6dd66bc2df5f","56","151",1736
1,"b4cbe134-cb57-462d-9d12-6dd66bc2df5f","40","104",1240
1,"b4cbe134-cb57-462d-9d12-6dd66bc2df5f","30","98",930
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","6","15","203"
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","12","29",456
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","24","63",912
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","26","68",988
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","23","34",805
1,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","6","19",210
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","50","120",1750
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","33","155",1155
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","12","30",420
1,"9d0ed651-608a-4415-b3b3-49caae75610a","48","140",1056
1,"9d0ed651-608a-4415-b3b3-49caae75610a","72","203",1584
1,"9d0ed651-608a-4415-b3b3-49caae75610a","31","108",682
1,"9d0ed651-608a-4415-b3b3-49caae75610a","24","110","710"
1,"9d0ed651-608a-4415-b3b3-49caae75610a","38","200","1500"
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","20","48",440
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","57","150",1254
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","22","50",484
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","36","109",1404
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","32","200","800"
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","18","46",702
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","14","32","533"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","11","27","400"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","15","38","499"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","18","27","405"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","59","212",1534
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","28","87",728
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","32","95",832
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","30","88",780
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","60",624
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","12","29",396
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","19","57",627
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","36","120",1188
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","70",792
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","30","91",990
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","20","45",600
1,"9d0ed651-608a-4415-b3b3-49caae75610a","26","59",780
1,"9d0ed651-608a-4415-b3b3-49caae75610a","18","38",540
1,"9d0ed651-608a-4415-b3b3-49caae75610a","18","47",540
1,"9d0ed651-608a-4415-b3b3-49caae75610a","24","58",720
1,"0aa811e5-8729-4682-8645-4f675c8aa1a0","29","84",1073
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","12","34",444
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","64","700"
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","12","31",288
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","72",576
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","21","51",504
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","54","168",1296
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","28","83",672
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","20","62",420
1,"9d0ed651-608a-4415-b3b3-49caae75610a","27","72",567
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","50","160",1050
1,"9d0ed651-608a-4415-b3b3-49caae75610a","24","53",504
1,"9d0ed651-608a-4415-b3b3-49caae75610a","24","50",672
1,"0aa811e5-8729-4682-8645-4f675c8aa1a0","19","40",532
1,"0aa811e5-8729-4682-8645-4f675c8aa1a0","24","60",600
1,"0aa811e5-8729-4682-8645-4f675c8aa1a0","21","198",525
1,"0aa811e5-8729-4682-8645-4f675c8aa1a0","40","93",1000
1,"0aa811e5-8729-4682-8645-4f675c8aa1a0","62","266",1550
1,"0aa811e5-8729-4682-8645-4f675c8aa1a0","18","35","666"
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","22","53",550
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","22","53",704
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","15","35",480
4,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","54","170",1728
4,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","43","131",1376
4,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","12","50",468
4,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","33","96",1287
4,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","34","83",1326
1,"9d0ed651-608a-4415-b3b3-49caae75610a","27","65",1053
1,"9d0ed651-608a-4415-b3b3-49caae75610a","36","89","1475"
1,"9d0ed651-608a-4415-b3b3-49caae75610a","36","108",1296
1,"9d0ed651-608a-4415-b3b3-49caae75610a","24","57",864
1,"9d0ed651-608a-4415-b3b3-49caae75610a","18","45",648
1,"9d0ed651-608a-4415-b3b3-49caae75610a","44","105",1584
1,"9d0ed651-608a-4415-b3b3-49caae75610a","18","43","639"
1,"9d0ed651-608a-4415-b3b3-49caae75610a","32","72",736
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","18","35","700"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","30","85",690
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","24","64",552
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","19","62",437
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","79","223",2370
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","20","60",600
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","26","57",780
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","33","99",990
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","36","140",1080
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","22","55","896"
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","26","70",702
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","78",648
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","73",648
4,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","25","95",675
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","16","54",432
1,"9d0ed651-608a-4415-b3b3-49caae75610a","37","98",1258
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","24","62",816
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","23","61",782
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","12","24",408
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","30","78",930
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","65",744
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","13","40",403
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","29","84",899
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","6","70",186
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","13","29",403
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","21","57",798
1,"9d0ed651-608a-4415-b3b3-49caae75610a","8","19",304
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","27","78",1026
4,"33e919a3-872e-4f0c-95bc-cdb5afe8b4ed","36","130",1368
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","60","137","1400"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","18","36",684
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","36","160",1368
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","36","82","1335"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","18","39",450
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","10","23","387"
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","30","68",750
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","17","39","667"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","21","57",525
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","16","49","570"
1,"9d0ed651-608a-4415-b3b3-49caae75610a","17","47",374
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","10","21","384"
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","30","69","1205"
1,"9d0ed651-608a-4415-b3b3-49caae75610a","22","60",484
1,"e6958714-65ce-4e9b-bd19-cb83768a355b","12","24",264
1,"9d0ed651-608a-4415-b3b3-49caae75610a","12","28","395"
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","32","94",704
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","36","143",1044
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","30","93",870
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","36","110",1044
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","39","98","1530"
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","42","124",1218
1,"9d0ed651-608a-4415-b3b3-49caae75610a","31","82",899
1,"9d0ed651-608a-4415-b3b3-49caae75610a","33","140",1188
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","36","29",1296
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","67","269",2412
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","77",864
1,"9d0ed651-608a-4415-b3b3-49caae75610a","36","95",1188
1,"9d0ed651-608a-4415-b3b3-49caae75610a","36","102",1188
1,"9d0ed651-608a-4415-b3b3-49caae75610a","13","30",429
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","36","100",1188
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","25","71",825
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","42","131",1386
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","30","90",600
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","30","105","1000"
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","36","144",720
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","24","87",480
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","24","40",480
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","51","145",1020
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","17","44",629
1,"GZ-03A59956-A0CD-46CD-81D9-36CF21F49613","15","34","553"
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","33","103",1221
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","15","43",555
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","15","48",360
1,"SZ-60A266B0-0E30-48E8-9D90-94BBFC7C92A8","15","52",360
